,mean,std,min,max
pcm_fftMag_mfcc_sma[3]_std,5.8676011934129555,2.524095156266508,0.8950847566722617,21.304544165036443
pcm_fftMag_mfcc_sma[4]_std,6.070462215560307,2.7014262011583656,0.6464064947040539,20.85409182407308
pcm_fftMag_mfcc_sma[5]_std,6.420696946532847,2.697662831755443,1.3217670770594427,21.988460337900143
pcm_fftMag_mfcc_sma[6]_std,6.444682222651038,2.8469732710183564,1.5442993801125169,27.163753183799514
pcm_fftMag_mfcc_sma[7]_std,6.638732673934125,3.1030103597538132,1.5364209104489486,36.843337027075314
pcm_fftMag_mfcc_sma[8]_std,6.69954712582651,3.0727412700414756,1.3746567591889478,39.23787318866476
pcm_fftMag_mfcc_sma[9]_std,6.675543113631057,3.078573820373887,1.1852589408163317,30.812967331647787
pcm_fftMag_mfcc_sma[10]_std,6.520224417217266,3.0988579762854087,1.483734829674267,31.17419153256816
pcm_fftMag_mfcc_sma[11]_std,6.4007123068088205,3.058833915507821,1.1076864594949811,26.83896931880161
pcm_fftMag_mfcc_sma[12]_std,6.096989477672847,3.114793175344129,1.2371281696735077,30.18102048361743
pcm_fftMag_mfcc_sma[13]_std,5.622160844129667,2.9581993318549173,0.782430239751395,28.139966689089718
pcm_fftMag_mfcc_sma[14]_std,4.941158517883151,2.405974161383602,1.084594804361376,21.423548282793515
F0final_sma_de_std,0.006714436443031565,0.010614236635447758,3.4184954343864626e-05,0.11429369163880213
voicingFinalUnclipped_sma_de_std,8.762302433158881e-06,1.0014875326678268e-05,1.7461376461634251e-07,0.00017605106328738712
jitterLocal_sma_de_std,6.0007418783307914e-06,6.340062841350152e-06,2.1161908925460668e-07,5.375469395842592e-05
jitterDDP_sma_de_std,4.934797745020299e-06,5.2906766053639884e-06,1.0657333365434842e-07,5.655375714623064e-05
shimmerLocal_sma_de_std,2.3384164993317493e-05,2.5972454374913052e-05,4.894746447212525e-07,0.00018586287068896642
logHNR_sma_de_std,0.004175295305875849,0.006704465946483786,1.278021296499976e-05,0.03875849271963618
audspec_lengthL1norm_sma_de_std,0.007833645324251239,0.0038170690434158787,0.000999942878598105,0.03178240378244778
audspecRasta_lengthL1norm_sma_de_std,0.0054061258805400145,0.012087115764619271,0.00038963711169972295,0.4399637903370077
pcm_RMSenergy_sma_de_std,0.0005449517838787163,0.00032244189990879746,3.973309623035276e-05,0.0025266416959272464
pcm_zcr_sma_de_std,0.0006204782316614997,0.0003874714232329557,2.9090889560952106e-05,0.0024117095374297393
audSpec_Rfilt_sma_de[0]_std,0.001034044052504797,0.0063964187209687605,7.137701744778657e-05,0.26333605206823035
audSpec_Rfilt_sma_de[1]_std,0.001911817947666514,0.01102145956620322,0.00019559231698344022,0.44599203840230905
audSpec_Rfilt_sma_de[2]_std,0.0025738474483388047,0.01217867910326167,0.00037084844671366086,0.490520982445634
audSpec_Rfilt_sma_de[3]_std,0.003147752510763998,0.010474591320889352,0.0005879723501134807,0.4020761947858187
audSpec_Rfilt_sma_de[4]_std,0.003979878647858906,0.01013174720495022,0.0005980048463749455,0.364060734110897
audSpec_Rfilt_sma_de[5]_std,0.004746655436340977,0.009987337797332133,0.0008357021446458794,0.3146632686969371
audSpec_Rfilt_sma_de[6]_std,0.005413370689918674,0.010943957467612214,0.0010083641376489858,0.35600135992154003
audSpec_Rfilt_sma_de[7]_std,0.005898332017545722,0.011627065858287513,0.0010554191949053602,0.3883977694514141
audSpec_Rfilt_sma_de[8]_std,0.006368957471219106,0.013044769568336322,0.0013895172310857133,0.44531900710324535
audSpec_Rfilt_sma_de[9]_std,0.0068513001924348045,0.012378036648750014,0.0012941885521458993,0.4037533752917896
audSpec_Rfilt_sma_de[10]_std,0.007146717663155475,0.012314508649197841,0.0012787849313144195,0.4276561315102325
audSpec_Rfilt_sma_de[11]_std,0.00760420748024782,0.01256426879537554,0.0012783788590498373,0.41477855187709023
audSpec_Rfilt_sma_de[12]_std,0.008241548358044679,0.015767633641036918,0.0011452570676058346,0.5008508407515875
audSpec_Rfilt_sma_de[13]_std,0.00851179770459164,0.016823937038205075,0.0012984835798553447,0.5614969990135587
audSpec_Rfilt_sma_de[14]_std,0.008845169691721574,0.01825690998704336,0.0010744966463193597,0.6579675220846127
audSpec_Rfilt_sma_de[15]_std,0.009160340297737891,0.018694763140484,0.0011295270779086333,0.7093182944124381
audSpec_Rfilt_sma_de[16]_std,0.00953693116306237,0.01681060190799143,0.0010550572357236323,0.6066479215090129
audSpec_Rfilt_sma_de[17]_std,0.00992429295174861,0.019610343533479183,0.0011248029544172948,0.7248503598172699
audSpec_Rfilt_sma_de[18]_std,0.01027409238177305,0.019128768849076376,0.0010906500314768076,0.6946386134100752
audSpec_Rfilt_sma_de[19]_std,0.010143084964217744,0.014877454820509525,0.0010635275412001774,0.5070705514417883
audSpec_Rfilt_sma_de[20]_std,0.009883702043593078,0.014726712374552817,0.0009491072055520569,0.5157464023243196
audSpec_Rfilt_sma_de[21]_std,0.009364229126134835,0.014023669551779416,0.0008549487085505773,0.4792374020368601
audSpec_Rfilt_sma_de[22]_std,0.008312459355402643,0.010411644037322632,0.0007191829636046381,0.2841276669220042
audSpec_Rfilt_sma_de[23]_std,0.007133292074322712,0.008236454266654761,0.0006408546502235088,0.2112550340060753
audSpec_Rfilt_sma_de[24]_std,0.0059194970318397705,0.006195715561674209,0.0005425203371427595,0.1564231139134874
audSpec_Rfilt_sma_de[25]_std,0.004848877506615756,0.004861309498853071,0.0004197462424710883,0.11675469934101425
pcm_fftMag_fband250-650_sma_de_std,0.018745793877780182,0.02487008021030461,6.776970718307574e-05,0.3321849787550949
pcm_fftMag_fband1000-4000_sma_de_std,0.010891143847291937,0.02064741237053927,3.446030482277959e-05,0.2653664887284667
pcm_fftMag_spectralRollOff25.0_sma_de_std,2.8173484577697607,3.1707567567259827,0.11472247873326898,33.5030150501558
pcm_fftMag_spectralRollOff50.0_sma_de_std,5.20774723902841,5.058281867545433,0.21171721295536808,38.33475604688981
pcm_fftMag_spectralRollOff75.0_sma_de_std,9.309689109519619,7.920867289601543,0.2508521548115536,56.007506122015066
pcm_fftMag_spectralRollOff90.0_sma_de_std,14.714332680836451,10.879473665955459,0.379527018826854,81.53380593336817
pcm_fftMag_spectralFlux_sma_de_std,0.005419613392295329,0.0032847199889261634,0.0003928446462512618,0.02879475158911032
pcm_fftMag_spectralCentroid_sma_de_std,5.934172812416352,4.861133433778137,0.37204103659349946,34.786200334721784
pcm_fftMag_spectralEntropy_sma_de_std,0.01016808047949399,0.007501854516820013,0.002448084870393611,0.15161574541695774
